BuildingType,PrimaryPropertyType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),PercentagePropertyGFABuildings,GFAperBuilding,GFAperFloor,LargestPropertyUseType,LargestPropertyUseTypeGFAPourcentage,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFAPourcentage,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFAPourcentage,ENERGYSTARScore,PercentageSteamUse(kBtu),PercentageElectricity(kBtu),SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,University,CENTRAL,100,1,2,60122,0,60122,100.0,60122.0,30061.0,College/University,100.0,Parking,0.0,,,,0.0,80.0,745830.3125,12.39999962,9.31,0.15
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,106,1,6,95000,13700,81300,86.0,81300.0,13550.0,Office,89.0,Parking,9.0,,,83.0,0.0,93.0,4269199.5,50.5,31.43,0.33
NonResidential,Large Office,DOWNTOWN,45,1,9,224857,0,224857,100.0,224857.0,24984.0,Office,91.0,,,,,79.0,25.0,69.0,16162013.0,78.80000305,390.67,1.74
NonResidential,Large Office,DOWNTOWN,18,1,8,446261,124788,321473,72.0,321473.0,40184.0,Office,77.0,Parking,26.0,,,96.0,0.0,100.0,13568148.0,39.5,94.59,0.21
NonResidential,Other,GREATER DUWAMISH,77,1,2,58492,0,58492,100.0,58492.0,29246.0,Other,100.0,,,,,,0.0,39.0,1849863.625,31.60000038,51.56,0.88
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,109,1,6,62370,0,62370,100.0,62370.0,10395.0,Office,79.0,Restaurant,17.0,,,30.0,0.0,100.0,4353025.0,72.69999695,30.35,0.49
NonResidential,Warehouse,GREATER DUWAMISH,56,1,1,73296,0,73296,100.0,73296.0,73296.0,Non-Refrigerated Warehouse,106.0,Parking,0.0,,,83.0,0.0,41.0,2709055.0,34.79999924,73.58,1.0
Nonresidential COS,Other,GREATER DUWAMISH,72,1,4,99122,0,99122,100.0,99122.0,24780.0,Other,50.0,Office,50.0,,,,0.0,88.0,14522162.0,146.5,179.45,1.81
NonResidential,Other,GREATER DUWAMISH,31,1,1,66133,0,66133,100.0,66133.0,66133.0,Other,92.0,Office,21.0,Non-Refrigerated Warehouse,4.0,,0.0,82.0,6528948.0,84.80000305,89.94,1.36
NonResidential,Warehouse,GREATER DUWAMISH,64,1,2,115668,0,115668,100.0,115668.0,57834.0,Non-Refrigerated Warehouse,88.0,Office,7.0,Retail Store,4.0,,0.0,43.0,3847929.5,33.59999847,111.23,0.96
NonResidential,Other,GREATER DUWAMISH,46,1,1,141686,0,141686,100.0,141686.0,141686.0,Other,108.0,,,,,,0.0,98.0,6837936.0,44.79999924,46.52,0.33
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,66,1,1,93610,0,93610,100.0,93610.0,93610.0,Office,108.0,Data Center,1.0,,,95.0,0.0,59.0,6612733.0,65.0,152.28,1.63
NonResidential,Large Office,GREATER DUWAMISH,43,1,2,156188,0,156188,100.0,156188.0,78094.0,Office,91.0,Parking,0.0,,,67.0,0.0,91.0,7181600.0,50.59999847,60.92,0.39
NonResidential,Warehouse,GREATER DUWAMISH,50,1,1,115620,0,115620,100.0,115620.0,115620.0,Non-Refrigerated Warehouse,49.0,,,,,11.0,0.0,100.0,1951856.25,34.29999924,13.61,0.12
NonResidential,Large Office,GREATER DUWAMISH,41,1,5,238148,0,238148,100.0,238148.0,47630.0,Office,103.0,Parking,2.0,Parking,2.0,93.0,0.0,100.0,10775646.0,43.90000153,75.12,0.32
NonResidential,Distribution Center,GREATER DUWAMISH,47,1,1,71718,0,71718,100.0,71718.0,71718.0,Distribution Center,100.0,,,,,100.0,0.0,100.0,151754.2969,2.099999905,1.06,0.01
NonResidential,Warehouse,GREATER DUWAMISH,47,1,1,55450,0,55450,100.0,55450.0,55450.0,Non-Refrigerated Warehouse,62.0,Office,38.0,,,31.0,0.0,44.0,4843056.0,87.30000305,131.64,2.37
NonResidential,Distribution Center,GREATER DUWAMISH,37,1,1,54880,0,54880,100.0,54880.0,54880.0,Distribution Center,100.0,,,,,32.0,0.0,41.0,3013861.5,54.79999924,89.53,1.63
NonResidential,Retail Store,DELRIDGE,24,1,1,102500,0,102500,100.0,102500.0,102500.0,Retail Store,97.0,Parking,0.0,,,81.0,0.0,64.0,7728856.5,77.69999695,158.55,1.55
NonResidential,Other,NORTHEAST,14,1,6,361398,272900,88498,24.0,88498.0,14750.0,Parking,64.0,Retail Store,18.0,Non-Refrigerated Warehouse,4.0,,0.0,84.0,9158207.0,111.4000015,119.92,0.33
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,53,1,1,50785,0,50785,100.0,50785.0,50785.0,Supermarket/Grocery Store,54.0,,,,,57.0,0.0,57.0,7593035.0,277.2999878,195.43,3.85
NonResidential,Small- and Mid-Sized Office,DELRIDGE,87,1,3,85126,0,85126,100.0,85126.0,28375.0,Office,96.0,,,,,1.0,0.0,49.0,38074932.0,467.0,166.13,1.95
NonResidential,Other,NORTH,16,1,5,303255,19820,283435,93.0,283435.0,56687.0,Parking,106.0,Retail Store,98.0,Other,2.0,,0.0,96.0,11077140.0,36.5,99.14,0.33
NonResidential,Distribution Center,GREATER DUWAMISH,30,1,1,411584,0,411584,100.0,411584.0,411584.0,Distribution Center,70.0,Non-Refrigerated Warehouse,20.0,Refrigerated Warehouse,9.0,43.0,0.0,44.0,16973858.0,41.70000076,455.39,1.11
NonResidential,Mixed Use Property,DOWNTOWN,114,1,4,73320,0,73320,100.0,73320.0,18330.0,Non-Refrigerated Warehouse,37.0,Office,32.0,Retail Store,9.0,,0.0,52.0,1315191.375,23.0,29.16,0.4
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,8,1,4,242686,100176,142510,59.0,142510.0,35628.0,Office,61.0,Parking,31.0,,,77.0,0.0,100.0,9683979.0,65.0,67.51,0.28
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,6,95760,15840,79920,83.0,79920.0,13320.0,Office,100.0,,,,,83.0,0.0,82.0,5587502.5,58.29999924,74.45,0.78
NonResidential,Warehouse,GREATER DUWAMISH,70,1,1,179413,0,179413,100.0,179413.0,179413.0,Non-Refrigerated Warehouse,99.0,,,,,57.0,0.0,100.0,3459543.0,19.39999962,24.12,0.13
NonResidential,Warehouse,GREATER DUWAMISH,99,1,1,65288,0,65288,100.0,65288.0,65288.0,Non-Refrigerated Warehouse,92.0,Other - Services,8.0,Retail Store,8.0,,0.0,100.0,605971.1875,8.600000381,4.22,0.06
NonResidential,Warehouse,DELRIDGE,50,1,1,170632,0,170632,100.0,170632.0,170632.0,Non-Refrigerated Warehouse,97.0,Office,3.0,,,98.0,0.0,97.0,622185.6875,3.599999905,4.2,0.02
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,22,1,10,381511,0,381511,100.0,381511.0,38151.0,Office,58.0,Parking,44.0,,,87.0,0.0,94.0,11518169.0,52.29999924,106.12,0.28
NonResidential,Large Office,DOWNTOWN,7,1,17,413264,138098,275166,67.0,275166.0,16186.0,Office,72.0,Parking,23.0,,,91.0,0.0,100.0,13631141.0,46.09999847,95.03,0.23
NonResidential,Mixed Use Property,NORTHEAST,7,1,6,122400,54300,68100,56.0,68100.0,11350.0,Office,34.0,Parking,27.0,Multifamily Housing,17.0,63.0,0.0,77.0,5034998.5,70.69999695,79.39,0.65
NonResidential,Retail Store,NORTHEAST,60,1,2,93803,0,93803,100.0,93803.0,46902.0,Retail Store,91.0,Restaurant,3.0,Other,3.0,,0.0,70.0,5561522.5,59.90000153,110.41,1.18
NonResidential,Warehouse,GREATER DUWAMISH,50,1,2,123000,0,123000,100.0,123000.0,61500.0,Non-Refrigerated Warehouse,91.0,Office,20.0,,,47.0,0.0,100.0,3004271.0,21.89999962,20.94,0.17
NonResidential,Medical Office,EAST,13,1,5,275130,112980,162150,59.0,162150.0,32430.0,Medical Office,65.0,,,,,70.0,0.0,100.0,9941308.0,55.90000153,69.3,0.25
NonResidential,Warehouse,GREATER DUWAMISH,38,1,1,60448,0,60448,100.0,60448.0,60448.0,Non-Refrigerated Warehouse,87.0,Office,13.0,,,90.0,0.0,53.0,1167543.25,19.29999924,27.24,0.45
NonResidential,Hospital,EAST,22,7,14,1765970,0,1765970,100.0,252281.0,18020.0,Hospital (General Medical & Surgical),93.0,Parking,25.0,,,54.0,46.0,47.0,295929888.0,180.5,12307.16,6.97
NonResidential,Other,MAGNOLIA / QUEEN ANNE,88,3,4,62600,0,62600,100.0,20867.0,5217.0,Other,344.0,,,,,,0.0,32.0,12637976.0,58.70000076,406.04,6.49
NonResidential,Mixed Use Property,EAST,12,1,4,77412,21612,55800,72.0,55800.0,13950.0,Other,34.0,Office,25.0,Parking,22.0,,0.0,95.0,2740574.75,60.09999847,20.85,0.27
NonResidential,Medical Office,EAST,26,1,5,289419,159157,130262,45.0,130262.0,26052.0,Medical Office,50.0,Parking,48.0,,,59.0,0.0,92.0,12814944.0,87.69999695,133.5,0.46
NonResidential,Other,NORTH,29,1,5,90266,0,90266,100.0,90266.0,18053.0,Financial Office,97.0,,,,,18.0,0.0,98.0,7947933.5,90.80000305,54.18,0.6
NonResidential,Warehouse,BALLARD,12,1,4,87332,6458,80874,93.0,80874.0,20218.0,Non-Refrigerated Warehouse,100.0,,,,,87.0,0.0,87.0,1185468.125,13.60000038,14.49,0.17
NonResidential,Hotel,EAST,13,1,6,150545,50017,100528,67.0,100528.0,16755.0,Hotel,67.0,Parking,33.0,,,28.0,0.0,40.0,13961121.0,138.8999939,453.76,3.01
NonResidential,Other,MAGNOLIA / QUEEN ANNE,17,1,5,141718,0,141718,100.0,141718.0,28344.0,Other - Entertainment/Public Assembly,95.0,Restaurant,4.0,,,,0.0,77.0,19009360.0,135.8000031,341.23,2.41
NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,8,1,5,111856,21273,90583,81.0,90583.0,18117.0,Hotel,82.0,Parking,18.0,Restaurant,4.0,8.0,0.0,51.0,9495641.0,98.90000153,278.97,2.49
NonResidential,Warehouse,EAST,28,1,4,132828,0,132828,100.0,132828.0,33207.0,Non-Refrigerated Warehouse,100.0,,,,,83.0,0.0,100.0,1083729.625,8.199999809,7.56,0.06
NonResidential,Warehouse,DELRIDGE,46,1,1,70400,0,70400,100.0,70400.0,70400.0,Non-Refrigerated Warehouse,82.0,Office,18.0,,,1.0,0.0,70.0,14128860.0,200.6999969,284.01,4.03
NonResidential,Retail Store,NORTHWEST,21,1,1,101830,0,101830,100.0,101830.0,101830.0,Retail Store,128.0,,,,,60.0,0.0,52.0,11474490.0,87.69999695,295.12,2.9
NonResidential,University,CENTRAL,42,2,4,114000,0,114000,100.0,57000.0,14250.0,College/University,100.0,,,,,,0.0,84.0,7575080.0,66.40000153,109.71,0.96
SPS-District K-12,Other,GREATER DUWAMISH,14,1,3,338063,0,338063,100.0,338063.0,112688.0,Other,53.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",15.0,Restaurant,15.0,,0.0,87.0,20862660.0,61.70000076,259.49,0.77
NonResidential,Warehouse,SOUTHWEST,51,1,1,152365,0,152365,100.0,152365.0,152365.0,Non-Refrigerated Warehouse,98.0,Office,5.0,,,88.0,0.0,87.0,1088167.75,6.900000095,13.07,0.09
NonResidential,Medical Office,CENTRAL,106,1,6,320946,0,320946,100.0,320946.0,53491.0,Medical Office,74.0,Laboratory,27.0,,,57.0,0.0,99.0,25585012.0,79.30000305,189.85,0.59
NonResidential,Retail Store,GREATER DUWAMISH,58,1,1,74178,0,74178,100.0,74178.0,74178.0,Retail Store,100.0,,,,,,0.0,59.0,5617868.0,75.69999695,134.82,1.82
NonResidential,Warehouse,NORTH,29,1,4,80360,0,80360,100.0,80360.0,20090.0,Non-Refrigerated Warehouse,100.0,,,,,96.0,0.0,58.0,755287.5,9.399999619,16.27,0.2
NonResidential,Supermarket / Grocery Store,EAST,20,1,3,119190,0,119190,100.0,119190.0,39730.0,Supermarket/Grocery Store,39.0,,,,,71.0,0.0,56.0,10434333.0,225.5,267.0,2.24
NonResidential,Other,GREATER DUWAMISH,8,1,2,51856,0,51856,100.0,51856.0,25928.0,Automobile Dealership,93.0,Office,7.0,,,,0.0,100.0,1935438.625,37.29999924,13.51,0.26
NonResidential,Mixed Use Property,GREATER DUWAMISH,95,1,3,66138,12586,53552,81.0,53552.0,17851.0,Office,39.0,Manufacturing/Industrial Plant,21.0,Parking,21.0,3.0,0.0,100.0,7070998.5,139.8000031,49.29,0.75
NonResidential,Large Office,NORTHEAST,56,1,3,113944,48510,65434,57.0,65434.0,21811.0,Office,57.0,,,,,1.0,0.0,100.0,17877436.0,273.2000122,128.73,1.13
NonResidential,Worship Facility,NORTHEAST,59,1,2,22220,0,22220,100.0,22220.0,11110.0,Worship Facility,100.0,,,,,90.0,0.0,23.0,891251.5,40.09999847,31.74,1.43
NonResidential,Mixed Use Property,GREATER DUWAMISH,54,1,1,44700,0,44700,100.0,44700.0,44700.0,Office,53.0,Other,31.0,Non-Refrigerated Warehouse,23.0,,0.0,78.0,2173092.25,45.40000153,30.52,0.68
NonResidential,Warehouse,GREATER DUWAMISH,40,1,1,44100,0,44100,100.0,44100.0,44100.0,Non-Refrigerated Warehouse,91.0,,,,,1.0,0.0,96.0,1692054.125,42.29999924,11.29,0.26
NonResidential,Distribution Center,GREATER DUWAMISH,51,1,1,27800,0,27800,100.0,27800.0,27800.0,Distribution Center,100.0,,,,,13.0,0.0,66.0,1337789.75,48.09999847,24.39,0.88
NonResidential,Warehouse,GREATER DUWAMISH,15,1,1,46340,0,46340,100.0,46340.0,46340.0,Non-Refrigerated Warehouse,100.0,,,,,3.0,0.0,100.0,2564004.0,55.29999924,17.87,0.39
Campus,Other,GREATER DUWAMISH,22,3,1,22800,0,22800,100.0,7600.0,7600.0,Manufacturing/Industrial Plant,100.0,,,,,,0.0,13.0,2660376.75,116.6999969,101.5,4.45
NonResidential,Small- and Mid-Sized Office,CENTRAL,106,1,3,38460,0,38460,100.0,38460.0,12820.0,Office,100.0,,,,,69.0,0.0,71.0,2064345.875,53.70000076,36.02,0.94
NonResidential,Worship Facility,NORTHWEST,94,1,2,21022,0,21022,100.0,21022.0,10511.0,Worship Facility,100.0,,,,,54.0,0.0,13.0,1078904.0,51.29999924,43.84,2.09
NonResidential,Distribution Center,GREATER DUWAMISH,49,1,1,48001,0,48001,100.0,48001.0,48001.0,Distribution Center,100.0,,,,,49.0,0.0,24.0,2495909.5,52.0,86.46,1.8
NonResidential,Warehouse,GREATER DUWAMISH,37,1,1,26380,0,26380,100.0,26380.0,26380.0,Non-Refrigerated Warehouse,90.0,Office,10.0,,,,0.0,96.0,526955.3125,20.0,3.58,0.14
NonResidential,Warehouse,GREATER DUWAMISH,47,1,1,37351,0,37351,100.0,37351.0,37351.0,Non-Refrigerated Warehouse,79.0,Office,26.0,,,10.0,0.0,45.0,2832228.5,72.40000153,77.04,2.06
NonResidential,Warehouse,GREATER DUWAMISH,35,1,1,30375,0,30375,100.0,30375.0,30375.0,Non-Refrigerated Warehouse,100.0,,,,,73.0,0.0,100.0,345866.6875,11.39999962,2.41,0.08
NonResidential,Warehouse,GREATER DUWAMISH,37,1,1,30004,0,30004,100.0,30004.0,30004.0,Non-Refrigerated Warehouse,81.0,Office,16.0,,,,0.0,100.0,369291.5,12.60000038,2.57,0.09
NonResidential,Other,NORTHEAST,88,1,3,39971,0,39971,100.0,39971.0,13324.0,Other,91.0,Retail Store,8.0,Office,2.0,,0.0,32.0,11316338.0,283.1000061,416.07,10.41
NonResidential,Worship Facility,BALLARD,102,1,2,33589,0,33589,100.0,33589.0,16794.0,Worship Facility,100.0,,,,,90.0,0.0,18.0,606874.5,18.10000038,21.93,0.65
NonResidential,Small- and Mid-Sized Office,BALLARD,37,1,3,43500,0,43500,100.0,43500.0,14500.0,Office,100.0,,,,,46.0,0.0,100.0,3220635.25,74.0,22.65,0.52
NonResidential,Small- and Mid-Sized Office,BALLARD,38,1,2,28492,0,28492,100.0,28492.0,14246.0,Office,100.0,,,,,12.0,0.0,68.0,2000228.875,70.19999695,37.78,1.33
NonResidential,Small- and Mid-Sized Office,BALLARD,53,1,3,22325,0,22325,100.0,22325.0,7442.0,Office,81.0,Medical Office,8.0,Other,4.0,,0.0,100.0,1401315.875,62.79999924,9.77,0.44
NonResidential,Restaurant,BALLARD,39,1,3,22719,0,22719,100.0,22719.0,7573.0,Restaurant,100.0,Parking,0.0,,,,0.0,100.0,1358519.0,59.79999924,9.47,0.42
NonResidential,Laboratory,DOWNTOWN,70,1,2,44588,22000,22588,51.0,22588.0,11294.0,Laboratory,155.0,,,,,,0.0,100.0,7251589.0,105.0999985,50.55,1.13
NonResidential,Retail Store,DOWNTOWN,99,1,2,147545,0,147545,100.0,147545.0,73772.0,Retail Store,100.0,,,,,69.0,0.0,56.0,7339108.0,49.70000076,169.75,1.15
Nonresidential COS,Other,NORTH,93,1,2,21462,0,21462,100.0,21462.0,10731.0,Other,120.0,Office,1.0,,,,0.0,92.0,1207838.75,46.5,7.77,0.36
NonResidential,Other,NORTHWEST,99,1,2,28072,0,28072,100.0,28072.0,14036.0,Social/Meeting Hall,85.0,,,,,,0.0,12.0,1587238.0,66.59999847,63.48,2.26
NonResidential,Restaurant,DOWNTOWN,61,1,2,31020,0,31020,100.0,31020.0,15510.0,Restaurant,100.0,,,,,,0.0,23.0,5231756.5,168.6999969,207.6,6.69
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,99,1,2,21600,0,21600,100.0,21600.0,10800.0,Office,67.0,Other - Lodging/Residential,33.0,,,,0.0,76.0,1636649.125,75.80000305,29.62,1.37
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,42,1,5,61825,13320,48505,78.0,48505.0,9701.0,Office,61.0,Bank Branch,6.0,,,59.0,0.0,41.0,4673727.5,112.5,141.2,2.28
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,74,1,3,64630,0,64630,100.0,64630.0,21543.0,Office,100.0,,,,,96.0,0.0,100.0,1408291.375,21.79999924,9.82,0.15
NonResidential,Worship Facility,DOWNTOWN,68,1,2,20920,0,20920,100.0,20920.0,10460.0,Worship Facility,100.0,,,,,15.0,0.0,24.0,1208581.375,57.79999924,42.19,2.02
NonResidential,Worship Facility,SOUTHWEST,90,1,2,22128,0,22128,100.0,22128.0,11064.0,Worship Facility,100.0,,,,,94.0,0.0,21.0,727772.8125,32.90000153,25.24,1.14
NonResidential,Retail Store,NORTHWEST,48,1,1,48139,0,48139,100.0,48139.0,48139.0,Retail Store,83.0,,,,,98.0,0.0,49.0,959683.125,24.0,24.02,0.5
NonResidential,Worship Facility,SOUTHWEST,67,1,2,21364,0,21364,100.0,21364.0,10682.0,Worship Facility,72.0,K-12 School,28.0,,,86.0,0.0,15.0,1110209.25,52.0,43.8,2.05
NonResidential,University,DOWNTOWN,24,1,2,28923,0,28923,100.0,28923.0,14462.0,College/University,100.0,,,,,,0.0,34.0,508430.5938,17.70000076,15.27,0.53
NonResidential,University,DOWNTOWN,88,1,3,21600,0,21600,100.0,21600.0,7200.0,College/University,100.0,,,,,,0.0,66.0,359207.1875,16.60000038,6.33,0.29
NonResidential,Retail Store,NORTHEAST,20,1,1,25735,0,25735,100.0,25735.0,25735.0,Retail Store,100.0,,,,,82.0,0.0,77.0,1245673.0,48.5,18.1,0.7
NonResidential,Retail Store,NORTHEAST,60,1,2,25862,0,25862,100.0,25862.0,12931.0,Retail Store,99.0,Other,1.0,,,20.0,0.0,46.0,4765879.0,184.3000031,154.17,5.96
NonResidential,Retail Store,NORTHEAST,13,1,2,49965,0,49965,100.0,49965.0,24982.0,Retail Store,95.0,Other,5.0,,,82.0,0.0,95.0,3424428.0,68.5,29.54,0.59
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,87,1,2,20028,0,20028,100.0,20028.0,10014.0,Office,100.0,,,,,95.0,28.0,65.0,550668.125,27.5,14.22,0.71
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,7,23622,0,23622,100.0,23622.0,3375.0,Office,111.0,Restaurant,10.0,,,100.0,0.0,73.0,575362.5,20.20000076,9.95,0.42
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,114,1,3,23563,0,23563,100.0,23563.0,7854.0,Office,86.0,Restaurant,14.0,,,67.0,0.0,100.0,883197.6875,37.5,6.16,0.26
NonResidential,Mixed Use Property,DOWNTOWN,113,1,3,28600,0,28600,100.0,28600.0,9533.0,Office,42.0,Retail Store,38.0,Restaurant,10.0,,0.0,60.0,1167559.75,44.90000153,24.25,0.85
NonResidential,Mixed Use Property,DOWNTOWN,38,1,2,38539,12379,26160,68.0,26160.0,13080.0,Retail Store,40.0,Parking,32.0,Office,28.0,55.0,0.0,97.0,2249630.25,86.0,15.24,0.4
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,110,1,5,26840,0,26840,100.0,26840.0,5368.0,Office,108.0,,,,,24.0,0.0,100.0,1997288.75,68.80000305,13.87,0.52
NonResidential,Retail Store,DOWNTOWN,110,1,2,46800,0,46800,100.0,46800.0,23400.0,Retail Store,77.0,Office,23.0,,,86.0,0.0,100.0,1245187.5,26.60000038,8.68,0.19
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,37,1,3,63990,26640,37350,58.0,37350.0,12450.0,Office,61.0,Parking,42.0,,,51.0,0.0,100.0,2067352.5,53.0,14.63,0.23
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,108,1,3,28800,0,28800,100.0,28800.0,9600.0,Office,75.0,Other,25.0,Non-Refrigerated Warehouse,22.0,50.0,0.0,65.0,1423579.25,40.70000076,28.81,1.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,62,1,3,33552,4968,28584,85.0,28584.0,9528.0,Office,79.0,Parking,15.0,,,75.0,0.0,35.0,1817034.125,68.40000153,60.43,1.8
NonResidential,Retail Store,DOWNTOWN,85,1,2,26270,0,26270,100.0,26270.0,13135.0,Retail Store,100.0,,,,,32.0,0.0,64.0,1667641.25,63.5,33.78,1.29
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,90,1,3,57620,7820,49800,86.0,49800.0,16600.0,Office,86.0,Parking,14.0,,,50.0,0.0,100.0,2385395.0,47.90000153,16.63,0.29
NonResidential,Mixed Use Property,DOWNTOWN,62,1,2,28696,6080,22616,79.0,22616.0,11308.0,Other,45.0,Bank Branch,27.0,Parking,21.0,,0.0,93.0,450780.1875,21.79999924,2.92,0.1
NonResidential,Hotel,DOWNTOWN,26,1,5,57800,0,57800,100.0,57800.0,11560.0,Hotel,100.0,,,,,87.0,0.0,56.0,2466522.25,42.70000076,66.29,1.15
NonResidential,Other,DOWNTOWN,61,1,2,31890,0,31890,100.0,31890.0,15945.0,Financial Office,98.0,,,,,2.0,0.0,104.0,1788951.625,57.40000153,12.95,0.41
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,91,1,2,44098,13660,30438,69.0,30438.0,15219.0,Office,59.0,Parking,30.0,,,53.0,30.0,65.0,1523175.125,58.79999924,41.69,0.95
NonResidential,Restaurant,DOWNTOWN,93,1,3,22381,0,22381,100.0,22381.0,7460.0,Restaurant,100.0,,,,,,0.0,36.0,3625967.75,162.0,126.78,5.66
NonResidential,Laboratory,DOWNTOWN,90,1,4,49249,0,49249,100.0,49249.0,12312.0,Laboratory,82.0,Office,15.0,,,,0.0,33.0,33092532.0,693.0999756,1266.06,25.71
NonResidential,Retail Store,DOWNTOWN,91,1,1,24825,1263,23562,95.0,23562.0,23562.0,Retail Store,56.0,Non-Refrigerated Warehouse,42.0,,,,0.0,54.0,485607.1875,19.89999962,11.14,0.45
NonResidential,Medical Office,DOWNTOWN,64,1,4,26670,0,26670,100.0,26670.0,6668.0,Medical Office,100.0,,,,,51.0,0.0,95.0,1640803.5,61.5,10.83,0.41
Nonresidential COS,Other,DOWNTOWN,94,1,2,37740,0,37740,100.0,37740.0,18870.0,Fire Station,103.0,,,,,,0.0,51.0,3356598.0,86.19999695,86.02,2.28
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,51,1,1,23752,0,23752,100.0,23752.0,23752.0,Office,60.0,Retail Store,40.0,Parking,0.0,,0.0,48.0,1199844.875,50.5,30.33,1.28
NonResidential,Hotel,DOWNTOWN,49,1,4,44416,0,44416,100.0,44416.0,11104.0,Hotel,119.0,,,,,61.0,0.0,55.0,2736926.5,52.0,72.78,1.64
NonResidential,Mixed Use Property,DOWNTOWN,10,1,2,33792,22867,10925,32.0,10925.0,5462.0,Social/Meeting Hall,27.0,Parking,25.0,Other - Entertainment/Public Assembly,5.0,,0.0,87.0,2622096.5,248.1000061,30.6,0.91
NonResidential,Worship Facility,NORTHWEST,88,1,2,45991,0,45991,100.0,45991.0,22996.0,Worship Facility,100.0,,,,,77.0,0.0,41.0,1297917.25,28.20000076,36.43,0.79
NonResidential,Residence Hall,NORTHEAST,95,1,3,21499,0,21499,100.0,21499.0,7166.0,Residence Hall/Dormitory,100.0,,,,,85.0,0.0,100.0,605130.6875,28.10000038,4.22,0.2
NonResidential,Small- and Mid-Sized Office,NORTHEAST,27,1,2,20384,0,20384,100.0,20384.0,10192.0,Office,123.0,,,,,16.0,0.0,99.0,1781798.375,71.19999695,13.91,0.68
NonResidential,Retail Store,NORTHEAST,60,1,2,39265,0,39265,100.0,39265.0,19632.0,Retail Store,81.0,Office,11.0,Other,7.0,,0.0,94.0,5322918.5,135.6000061,47.12,1.2
NonResidential,Retail Store,NORTHEAST,60,1,2,54284,0,54284,100.0,54284.0,27142.0,Retail Store,97.0,Other,4.0,,,18.0,0.0,93.0,6890861.0,126.0,63.61,1.17
NonResidential,Retail Store,NORTHEAST,60,1,1,23409,0,23409,100.0,23409.0,23409.0,Retail Store,94.0,Other,6.0,,,67.0,0.0,88.0,2621259.25,112.0,28.41,1.21
NonResidential,Retail Store,NORTHEAST,19,1,1,63153,0,63153,100.0,63153.0,63153.0,Retail Store,94.0,Non-Refrigerated Warehouse,4.0,Other,2.0,,0.0,92.0,4670313.0,74.0,47.66,0.75
NonResidential,Hotel,NORTHEAST,55,2,2,24100,0,24100,100.0,12050.0,6025.0,Hotel,128.0,,,,,91.0,0.0,50.0,1640279.375,53.09999847,46.57,1.93
NonResidential,Restaurant,DOWNTOWN,93,1,3,33600,0,33600,100.0,33600.0,11200.0,Restaurant,57.0,Office,43.0,,,,0.0,62.0,4712960.5,140.3000031,101.99,3.04
NonResidential,Other,DOWNTOWN,89,1,4,32356,0,32356,100.0,32356.0,8089.0,Financial Office,80.0,Bank Branch,20.0,,,81.0,44.0,48.0,2013033.75,62.20000076,74.92,2.32
NonResidential,Hotel,DOWNTOWN,56,1,7,61180,12960,48220,79.0,48220.0,6889.0,Hotel,100.0,,,,,24.0,0.0,46.0,4077797.0,66.69999695,126.3,2.06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,38,1,5,43506,11250,32256,74.0,32256.0,6451.0,Office,75.0,Parking,0.0,,,51.0,0.0,51.0,3603400.0,110.5999985,99.15,2.28
NonResidential,Worship Facility,NORTHWEST,68,1,2,21393,0,21393,100.0,21393.0,10696.0,Worship Facility,100.0,,,,,57.0,0.0,27.0,981916.5,45.90000153,32.64,1.53
NonResidential,Mixed Use Property,SOUTHEAST,26,1,2,47560,0,47560,100.0,47560.0,23780.0,Distribution Center,49.0,Non-Refrigerated Warehouse,33.0,Office,17.0,80.0,0.0,48.0,1221954.375,25.89999962,33.23,0.7
